,Search,Tweet,Entered on,pos_score,neu_score,neg_score,compound_score,angry_score,fear_score,happy_score,sad_score,surprise_score
0,Reform,clear example dont need police reform see police know deescalate sit ,2021-01-06,0.206,0.794,0.0,0.3818,0.0,0.0,0.0,1.0,0.0
1,Reform,ive seen police brutality entire life reform outrage changed serious issue ,2021-01-06,0.0,0.482,0.518,-0.8225,0.33,0.67,0.0,0.0,0.0
2,Reform,whataboutism nice group protesting social justice reform group protes ,2021-01-06,0.413,0.4,0.187,0.5267,0.0,0.4,0.2,0.0,0.4
3,Reform,two word police reform ,2021-01-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,Reform,wo hundred steely patriots make lot difference 73 mil ,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,Reform,2016 stolen either major problem patchwork quilt electi ,2021-01-06,0.0,0.504,0.496,-0.7096,0.0,0.5,0.0,0.0,0.5
6,Reform,never felt scared need police reform ,2021-01-06,0.325,0.675,0.0,0.3412,0.0,0.0,0.0,1.0,0.0
7,Reform,would come pr voting impartial media even bett ,2021-01-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,Reform,today proof reform solution ,2021-01-06,0.434,0.566,0.0,0.3182,0.0,1.0,0.0,0.0,0.0
9,Reform,police need legally barred shooting citizen ever job ,2021-01-06,0.167,0.833,0.0,0.1027,0.0,0.5,0.0,0.0,0.5
10,Reform,way past due accountability serious reform reel executive branch prevent future trumps potentially winning ,2021-01-06,0.268,0.655,0.077,0.4939,0.0,0.33,0.0,0.33,0.33
11,Reform,agree still much work done gassing prot ,2021-01-06,0.294,0.706,0.0,0.3612,0.0,1.0,0.0,0.0,0.0
12,Reform,hahaha photo gun reform march 2 years ago ,2021-01-06,0.327,0.455,0.218,0.296,0.0,0.0,0.0,0.0,0.0
13,Reform,kinds things power question ,2021-01-06,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25
14,Reform,like said lawmakers know like hiding desks potentially armed ,2021-01-06,0.379,0.455,0.167,0.4215,0.33,0.0,0.0,0.33,0.33
15,Reform,larry behind bars series raise funds prison reform ,2021-01-06,0.0,0.68,0.32,-0.5106,0.0,0.5,0.0,0.5,0.0
16,Reform,know went back amp forth defund police settled phrasing putting changed ,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
17,Reform,willing bet consequences capitol police approps process dems controlling con ,2021-01-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,Reform,reform looking funny light ,2021-01-06,0.492,0.508,0.0,0.4404,0.0,0.0,0.0,0.0,1.0
19,Reform,joke fundamental reform police needs happen ,2021-01-06,0.306,0.694,0.0,0.296,0.0,0.5,0.5,0.0,0.0
20,Reform,liberals never let reform elections ever ,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
21,Reform,white person fuck white people cant stand us like trump lost suck fuck like bab ,2021-01-06,0.0,0.354,0.646,-0.9373,0.0,0.43,0.29,0.14,0.14
22,Reform,anti corruption reform warren style ,2021-01-06,0.0,0.635,0.365,-0.3182,0.0,0.0,0.0,0.0,1.0
23,Reform,disband police departments reform based around peelian principles ,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0
24,Reform,thing really upsetting comparative light touch law enforcement today selfies come r ,2021-01-06,0.0,0.747,0.253,-0.5256,0.0,0.2,0.0,0.2,0.6
25,Reform,cant get details character limit would like know ab ,2021-01-06,0.238,0.762,0.0,0.3612,0.0,0.67,0.0,0.0,0.33
26,Reform,give massive chills shes absolutely correct still need police reform immediately ,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0
27,Reform,democrats house senate white house im going need see immigration reform excuses ,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0
